,0
0,6.176418467910505
1,6.661726849407959
2,4.7083880495816555
3,7.197683316004433
4,3.9528618479661106
5,8.66812598590266
6,7.70157987232037
7,5.512130120762738
8,1.926421739197759
9,2.9482769257099846
10,4.190295666831729
11,4.203770532749892
12,3.694057169240515
13,3.560444689676604
14,8.664904247440269
15,7.020108232945946
16,5.3909786371812665
17,6.716098518298495
18,7.986054951468633
19,4.2118561338836615
20,0.282440619696197
21,7.77037276240866
22,6.635384978123256
23,7.081843555842799
24,0.3480411445419214
25,2.9790650901758213
26,2.8663508257213732
27,0.9320774926956811
28,1.0178694870339493
29,5.470126887757336
30,2.167115045617348
31,1.960759323918067
32,1.8841073279143887
33,2.060629238787879
34,2.0160493251789178
35,2.9075360884694628
36,5.520549017642398
37,4.5745154780027235
38,1.2841200500564252
39,1.5895622294310126
40,1.6756295458318373
41,1.50775849884881
42,5.78282353969594
43,5.388333566254024
44,1.4449575172044717
45,4.3472749957616665
46,1.7706338371160752
47,6.750014421804822
48,0.5304900706023519
49,1.003296956863914
50,1.8450385138177856
51,2.7948788477223627
52,2.41101597483712
53,6.045532792915157
54,1.5941436476512596
55,3.1917684573579703
56,0.8371085149674851
57,0.7708863626327128
58,0.8655715602820601
59,0.9449196169271578
60,1.002158943774501
61,1.0334090711990647
62,2.9705880307330714
63,2.1444013104749335
64,2.183805359215866
65,2.1040324497904375
66,1.938746840330065
67,1.7240117113368578
68,1.491649394199852
69,2.4614520758475344
70,0.8353407536768479
71,0.6134412582668942
72,3.4286410590528673
73,1.3437471446384714
74,1.1033268878020728
75,0.9103802723757914
76,0.7639446565862941
77,2.8170231692541985
78,0.8158440992252058
79,0.5817341674512007
80,0.4192835953351661
81,0.30654904376619574
82,0.22775116305471865
83,0.17211532415478725
84,0.13237817683451092
85,3.958235922179191
86,0.5808754456302625
87,0.5603108929030535
88,0.5428717235206392
89,0.5277367158446198
90,0.5143302332914907
91,0.5022565120476413
92,0.49124899918362364
93,0.48113187225975584
94,0.4717913041517362
95,0.46315443900006514
96,0.45517438129775845
97,4.6546682434083095
98,6.505608677494667
99,6.379657316026909
100,5.338814666876597
101,5.543098513612194
102,1.7533213254223259
103,5.395408081368583
104,5.1558335696277275
105,5.455375779969837
106,4.664727054248429
107,2.4829663841132805
108,4.7750034767305864
109,3.004489717342356
110,5.022214307261046
111,5.263030567987031
112,4.272519963035989
113,4.760616877046342
114,5.077967088023145
115,4.642243878362014
116,2.2314311822281923
117,1.280505338176924
118,3.9445942466980113
119,4.26922313453776
120,5.028323621641594
121,1.0968451240967887
122,0.5797864379847559
123,5.57948463467898
124,1.8001575985174298
125,0.8612859444620506
126,3.0949472993798373
127,2.3286178248839953
128,4.659707036307865
129,2.41110004626279
130,6.292318456232484
131,0.23655383949061504
132,1.9064285437912039
133,0.25278623973932746
134,7.239429203473665
135,0.8073946521994323
136,2.326451820979319
137,1.889771043847088
138,0.4136911579176916
139,0.2505050265591606
140,2.8626899092259595
141,0.24454166647481634
142,0.21287725216648345
143,2.030036619530442
144,0.017285727368452797
145,4.4992714719804985
146,0.8100207828400632
147,4.499654354849131
148,3.0807733746214825
149,0.9545472561239905
150,2.8343230218921844
151,1.1500274107445974
152,0.5173766864478162
153,4.005528861266107
154,2.3083033014495395
155,4.849435200464954
156,2.1007362800581104
157,1.6156176697187914
158,1.2985385195069437
159,2.7184366465471355
160,1.182265360369297
161,0.5023426574203119
162,5.096935978366654
163,5.2944049553045325
164,3.5779358824503515
165,4.860999253911575
166,1.9759281838699674
167,4.341621742949516
168,0.39770800675578055
169,0.9128662766695272
170,0.4171911821213916
171,0.2660763629901379
172,0.1930445864314856
173,0.14704691208428544
174,0.11271745975192093
175,0.08452316982052333
176,0.060384177324614985
177,5.295901319593503
178,0.5743602481363141
179,0.64068924683172
180,0.3423730802587901
181,0.2027828873002493
182,0.11993691102255166
183,0.0635130677713196
184,0.021752060802108897
185,0.010618988362869786
186,0.036250217812350716
187,0.05666908669076953
188,0.07291751677691738
189,0.08581945535258484
190,0.09607883421502161
191,0.10430425723027026
192,0.11101007355815096
193,0.6299908769910405
194,5.3105096951865765
195,1.0647982426246632
196,3.1811884285033245
197,0.4216163767283876
198,0.6854569507515957
199,4.44758156695721
200,0.46363353661792317
201,1.0448899605015365
202,3.899317927301353
203,2.66564528928363
204,5.102776593170822
205,4.3310658157953235
206,4.951703742411193
